geography,rsv_season,Before ACIP range,During ACIP range,After ACIP range,total_all_months,total_ed_visits_2023,pop2020,visits_before_ACIP,visits_during_ACIP,visits_after_ACIP,visits_total,rate_before_ACIP_per_100k,rate_during_ACIP_per_100k,rate_after_ACIP_per_100k,rate_total_per_100k,pct_ed_visits_before_ACIP,pct_ed_visits_during_ACIP,pct_ed_visits_after_ACIP,pct_ed_visits_total
Alabama,2023-24,1.4900000000000002,16.219999999999995,0.23,17.939999999999994,2020198.338,5025369,3010.0955236200007,32767.61704235999,464.64561774000003,36242.35818371998,59.89800000000002,652.0439999999998,9.246,721.1879999999996,0.14900000000000005,1.6219999999999994,0.023,1.7939999999999992
Alabama,2024-25,1.3900000000000006,15.2,0.42000000000000004,17.01,2020198.338,5025369,2808.075689820001,30707.0147376,848.4833019600001,34363.573729380005,55.87800000000003,611.04,16.884,683.8020000000001,0.13900000000000007,1.52,0.042,1.701
Alaska,2023-24,0.9500000000000002,21.42,0.52,22.89,189215.91,733395,179.75511450000002,4053.0047922000003,98.3922732,4331.1521799,24.510000000000005,552.636,13.416,590.562,0.09500000000000001,2.1420000000000003,0.052000000000000005,2.289
Alaska,2024-25,0.9900000000000003,18.88,0.62,20.490000000000002,189215.91,733395,187.32375090000008,3572.3963808,117.3138642,3877.0339959000003,25.542000000000012,487.104,15.996,528.642,0.09900000000000005,1.8879999999999997,0.062,2.049
Arizona,2023-24,0.4700000000000002,10.83,0.24999999999999997,11.55,2011428.91,7158110,945.3715877000004,21783.7750953,502.8572274999999,23232.0039105,13.207000000000006,304.323,7.024999999999999,324.555,0.04700000000000002,1.083,0.024999999999999994,1.155
Arizona,2024-25,0.30000000000000004,7.799999999999999,0.37,8.469999999999999,2011428.91,7158110,603.4286730000001,15689.145497999998,744.2286967,17036.802867699997,8.430000000000001,219.17999999999998,10.397,238.00699999999992,0.03000000000000001,0.7799999999999999,0.037,0.8469999999999999
Arkansas,2023-24,0.7800000000000002,22.650000000000002,0.16999999999999998,23.600000000000005,1403383.698,3011553,1094.6392844400002,31786.640759700003,238.57522866,33119.85527280001,36.348000000000006,1055.49,7.922000000000001,1099.7600000000002,0.07800000000000001,2.265,0.016999999999999998,2.3600000000000003
Arkansas,2024-25,1.0400000000000005,17.970000000000006,0.39,19.400000000000006,1403383.698,3011553,1459.519045920001,25218.80505306001,547.31964222,27225.643741200012,48.464000000000034,837.4020000000003,18.174,904.0400000000004,0.10400000000000005,1.7970000000000004,0.039,1.9400000000000008
California,2023-24,0.3800000000000001,10.389999999999999,0.17,10.94,13686263.204,39555674,5200.780017520001,142200.27468956,2326.66474468,149727.71945176,13.148000000000003,359.494,5.882,378.524,0.038000000000000006,1.039,0.016999999999999998,1.094
California,2024-25,0.4000000000000002,7.879999999999999,0.35000000000000003,8.629999999999999,13686263.204,39555674,5474.5052816000025,107847.75404751998,4790.1921214,118112.45145051998,13.840000000000005,272.64799999999997,12.11,298.59799999999996,0.04000000000000002,0.7879999999999998,0.035,0.8629999999999999
Colorado,2023-24,0.3600000000000001,12.610000000000003,0.4,13.370000000000003,2362107.516,5775324,850.3587057600001,29786.175776760003,944.8430063999999,31581.377488920003,14.724000000000004,515.749,16.36,546.8330000000001,0.036000000000000004,1.2610000000000001,0.04,1.3370000000000002
Colorado,2024-25,0.5100000000000001,11.26,0.8400000000000001,12.61,2362107.516,5775324,1204.6748331600002,26597.330630159995,1984.17031344,29786.175776759996,20.859,460.53399999999993,34.355999999999995,515.7489999999999,0.05100000000000002,1.126,0.084,1.261
Connecticut,2023-24,0.18000000000000002,8.799999999999999,0.060000000000000005,9.04,1735304.181,3607701,312.35475258,15270.6767928,104.11825086000002,15687.14979624,8.658,423.28000000000003,2.8860000000000006,434.82400000000007,0.018000000000000002,0.88,0.006000000000000001,0.9039999999999999
Connecticut,2024-25,0.3000000000000001,8.59,0.2,9.09,1735304.181,3607701,520.5912543000002,14906.26291479,347.06083620000004,15773.91500529,14.430000000000003,413.179,9.620000000000001,437.229,0.03000000000000001,0.859,0.02,0.9089999999999999
Delaware,2023-24,0.9900000000000003,21.17,0.28,22.440000000000005,433600.29,989955,429.26428710000016,9179.3181393,121.4080812,9729.990507600001,43.362000000000016,927.246,12.264000000000001,982.8720000000001,0.09900000000000005,2.117,0.028000000000000004,2.2440000000000007
Delaware,2024-25,0.8500000000000003,20.399999999999995,0.49,21.739999999999995,433600.29,989955,368.5602465000001,8845.445915999997,212.4641421,9426.470304599996,37.23000000000001,893.5199999999998,21.462,952.2119999999995,0.08500000000000003,2.0399999999999996,0.049,2.173999999999999
District of Columbia,2023-24,1.9000000000000004,17.87,0.17,19.940000000000005,344772.5,689545,655.0677500000002,6161.084575,58.61132500000001,6874.763650000002,95.00000000000003,893.5,8.5,997.0000000000003,0.19000000000000003,1.7870000000000001,0.017,1.9940000000000007
District of Columbia,2024-25,0.5,14.309999999999997,0.16,14.969999999999997,344772.5,689545,172.38625,4933.694474999998,55.163599999999995,5161.244325,25,715.4999999999998,7.999999999999999,748.5,0.05,1.4309999999999994,0.016,1.4969999999999999
Florida,2023-24,3.3700000000000006,10.31,0.21000000000000002,13.890000000000002,9799877.36,21538192,33025.5867032,101036.73558159999,2057.9742456,136120.2965304,153.335,469.10499999999996,9.555,631.995,0.3370000000000001,1.031,0.021,1.389
Florida,2024-25,2.030000000000001,11.19,0.41999999999999993,13.64,9799877.36,21538192,19893.75104080001,109660.62765839999,4115.948491199999,133670.3271904,92.36500000000004,509.1449999999999,19.109999999999996,620.62,0.2030000000000001,1.1189999999999998,0.04199999999999999,1.3640000000000003
Georgia,2023-24,1.8000000000000005,8.8,0.16999999999999998,10.770000000000001,4199791.96,10713755,7559.625528000001,36958.169248000006,713.9646332,45231.75940920001,70.56000000000002,344.96000000000004,6.664,422.1840000000001,0.18000000000000005,0.8800000000000002,0.016999999999999998,1.0770000000000002
Georgia,2024-25,0.7300000000000002,10.399999999999999,0.22000000000000003,11.35,4199791.96,10713755,3065.848130800001,43677.836383999995,923.9542312000002,47667.638746,28.61600000000001,407.67999999999995,8.624000000000002,444.91999999999996,0.07300000000000002,1.04,0.022000000000000006,1.1349999999999998
Hawaii,2023-24,1.1400000000000001,10,0.10999999999999999,11.25,484598.916,1455252,552.4427642400001,4845.98916,53.30588076,5451.737805000001,37.962,333,3.663,374.62500000000006,0.11400000000000002,1,0.011,1.1250000000000002
Hawaii,2024-25,1.4400000000000004,10.56,0.53,12.53,484598.916,1455252,697.8224390400002,5117.364552960001,256.83742548000004,6072.02441748,47.95200000000001,351.6480000000001,17.649,417.249,0.14400000000000002,1.0560000000000003,0.053000000000000005,1.253
Idaho,2023-24,0.4,13.990000000000002,0.5599999999999999,14.950000000000003,748529.98,1839140,299.41199200000005,10471.934420200001,419.17678879999994,11190.523201000002,16.28,569.393,22.791999999999998,608.4650000000001,0.04000000000000001,1.3990000000000002,0.055999999999999994,1.4950000000000003
Idaho,2024-25,0.8400000000000003,13.8,0.97,15.610000000000001,748529.98,1839140,628.7651832000003,10329.713724,726.0740806,11684.5529878,34.18800000000002,561.66,39.479,635.327,0.08400000000000003,1.38,0.097,1.5610000000000002
Illinois,2023-24,0.7600000000000001,17.389999999999997,0.41000000000000003,18.56,5282587.368,12821814,4014.76639968,91864.19432951999,2165.86082088,98044.82155007999,31.312,716.4679999999998,16.892,764.6719999999999,0.076,1.7389999999999999,0.041,1.8559999999999997
Illinois,2024-25,0.5600000000000002,15.32,0.5700000000000001,16.45,5282587.368,12821814,2958.2489260800007,80929.23847776001,3011.07479976,86898.56220359998,23.072000000000006,631.1840000000001,23.484,677.7399999999999,0.056000000000000015,1.5320000000000003,0.05700000000000001,1.645
Indiana,2023-24,0.5900000000000001,13.219999999999997,0.29000000000000004,14.099999999999998,3657970.393,6786587,2158.2025318700007,48358.36859545999,1060.81141397,51577.382541299994,31.80100000000001,712.558,15.631000000000002,759.9899999999999,0.05900000000000001,1.3219999999999998,0.029,1.4099999999999997
Indiana,2024-25,0.39000000000000007,11.540000000000001,0.51,12.440000000000001,3657970.393,6786587,1426.6084532700004,42212.97833522,1865.56490043,45505.15168892001,21.021000000000008,622.0060000000001,27.489,670.5160000000001,0.03900000000000001,1.154,0.051000000000000004,1.2440000000000002
Iowa,2023-24,1.17,22.730000000000004,1.06,24.960000000000004,1234741.302,3190546,1444.64732334,28065.669794460002,1308.82578012,30819.142897920006,45.279,879.6510000000001,41.022,965.9520000000001,0.117,2.2730000000000006,0.10600000000000001,2.4960000000000004
Iowa,2024-25,0.7000000000000002,16.44,1.17,18.310000000000002,1234741.302,3190546,864.3189114,20299.14700488,1444.64732334,22608.11323962,27.090000000000003,636.228,45.279,708.5970000000001,0.07,1.644,0.117,1.8310000000000004
Kansas,2023-24,0.4600000000000001,13.540000000000001,0.42000000000000004,14.420000000000002,1304358.78,2937745,600.0050388000001,17661.0178812,547.8306876,18808.853607600002,20.424000000000003,601.176,18.648000000000003,640.248,0.046000000000000006,1.354,0.042,1.442
Kansas,2024-25,0.5800000000000001,11.68,0.6900000000000001,12.95,1304358.78,2937745,756.5280924000001,15234.9105504,900.0075582000001,16891.446201000002,25.752000000000002,518.592,30.636000000000003,574.9800000000001,0.05800000000000001,1.168,0.069,1.2950000000000002
Kentucky,2023-24,1.1000000000000003,21.019999999999996,0.23,22.349999999999998,2316239.228,4506302,2547.8631508000008,48687.34857255999,532.7350224400001,51767.94674579999,56.54000000000002,1080.4279999999999,11.822000000000001,1148.79,0.11000000000000003,2.1019999999999994,0.023000000000000003,2.2349999999999994
Kentucky,2024-25,1.08,14.639999999999997,0.75,16.47,2316239.228,4506302,2501.5383662400004,33909.74229792,1737.179421,38148.460085160004,55.51200000000001,752.496,38.55,846.558,0.10800000000000003,1.4639999999999997,0.075,1.6470000000000002
Louisiana,2023-24,1.4100000000000001,14.030000000000003,0.13,15.570000000000004,2743487.786,4657874,3868.31777826,38491.13363758001,356.65341218,42716.104828020005,83.049,826.3670000000003,7.656999999999999,917.073,0.14100000000000001,1.4030000000000005,0.013,1.5570000000000002
Louisiana,2024-25,0.7000000000000003,14.360000000000001,0.28,15.340000000000002,2743487.786,4657874,1920.4414502000009,39396.484606959995,768.17658008,42085.10263724,41.23000000000002,845.8039999999999,16.492,903.526,0.07000000000000003,1.436,0.028000000000000004,1.534
Maine,2023-24,0.16999999999999998,11.240000000000002,0.24,11.650000000000002,756573.78,1363196,128.61754259999998,8503.889287200001,181.5777072,8814.084537000002,9.434999999999999,623.82,13.319999999999999,646.5750000000002,0.016999999999999994,1.124,0.023999999999999997,1.1650000000000003
Maine,2024-25,0.47000000000000003,8.229999999999999,0.77,9.469999999999999,756573.78,1363196,355.5896766,6226.602209399999,582.5618106000001,7164.7536966,26.085,456.76499999999993,42.73500000000001,525.5849999999999,0.047,0.8229999999999997,0.07700000000000001,0.947
Maryland,2023-24,0.8200000000000001,15.860000000000001,0.16,16.84,1873033.587,6181629,1535.8875413400003,29706.312689820003,299.68537392,31541.885605080002,24.846000000000004,480.55800000000005,4.848000000000001,510.252,0.08200000000000002,1.5860000000000003,0.016,1.6840000000000002
Maryland,2024-25,0.6600000000000001,13.349999999999998,0.27,14.279999999999998,1873033.587,6181629,1236.2021674200003,25004.998386449995,505.71906849000004,26746.919622359994,19.998000000000005,404.505,8.181000000000001,432.6839999999999,0.06600000000000002,1.3349999999999997,0.027,1.4279999999999995
Massachusetts,2023-24,0.8000000000000002,15.87,0.21,16.88,3326671.436,7033132,2661.3371488000007,52794.27568932,698.60100156,56154.21383968,37.84000000000001,750.651,9.933,798.424,0.08000000000000002,1.587,0.020999999999999998,1.688
Massachusetts,2024-25,0.47000000000000014,15.17,0.42000000000000004,16.060000000000002,3326671.436,7033132,1563.5355749200005,50465.60568412,1397.2020031200002,53426.34326216001,22.231000000000005,717.5409999999999,19.866000000000003,759.638,0.04700000000000001,1.5169999999999997,0.042,1.606
Michigan,2023-24,0.32000000000000006,13.05,0.30000000000000004,13.670000000000002,4475226.072,10079338,1432.07234304,58401.7002396,1342.5678216000001,61176.34040424001,14.208,579.4200000000001,13.320000000000002,606.9480000000001,0.032,1.3050000000000002,0.030000000000000002,1.3670000000000004
Michigan,2024-25,0.52,14.299999999999999,0.8599999999999999,15.679999999999998,4475226.072,10079338,2327.11755744,63995.73282959999,3848.694421919999,70171.54480896,23.087999999999997,634.92,38.18399999999999,696.192,0.052000000000000005,1.43,0.086,1.568
Minnesota,2023-24,0.5499999999999999,22.000000000000004,0.68,23.230000000000004,2008755.584,5706692,1104.8155711999998,44192.622848000006,1365.9537971200002,46663.39221632001,19.359999999999996,774.4000000000001,23.936000000000003,817.6960000000003,0.05499999999999999,2.2,0.068,2.3230000000000004
Minnesota,2024-25,0.5400000000000003,15.539999999999996,0.96,17.039999999999996,2008755.584,5706692,1084.7280153600007,31216.06177535999,1928.4053606399998,34229.19515135999,19.00800000000001,547.0079999999999,33.791999999999994,599.8079999999999,0.054000000000000034,1.5539999999999994,0.09599999999999999,1.7039999999999995
Mississippi,2023-24,2.18,12.94,0.15,15.27,1679044.626,2961278,3660.31728468,21726.837460439998,251.85669389999998,25639.011439019996,123.606,733.6979999999999,8.504999999999999,865.8089999999999,0.218,1.2939999999999998,0.015,1.527
Mississippi,2024-25,1.0400000000000003,12.79,0.30000000000000004,14.13,1679044.626,2961278,1746.2064110400004,21474.980766539997,503.7133878,23724.90056538,58.96800000000001,725.193,17.01,801.171,0.10400000000000004,1.279,0.030000000000000002,1.4130000000000003
Montana,2023-24,0.53,13.89,1.1500000000000001,15.57,420675.808,1084216,222.95817824,5843.18697312,483.7771792000001,6549.922330560001,20.564,538.932,44.620000000000005,604.116,0.053,1.389,0.11500000000000002,1.557
Montana,2024-25,0.7900000000000001,13.8,1.9500000000000002,16.540000000000003,420675.808,1084216,332.3338883200001,5805.3261504,820.3178256000001,6957.977864320002,30.652000000000008,535.44,75.66000000000001,641.7520000000001,0.07900000000000001,1.38,0.195,1.6540000000000004
Nebraska,2023-24,0.4000000000000001,11.980000000000002,0.54,12.920000000000002,953530.056,1961996,381.41202240000007,11423.29007088,514.90623024,12319.60832352,19.440000000000005,582.228,26.244,627.912,0.04000000000000001,1.1980000000000002,0.054,1.292
Nebraska,2024-25,0.41000000000000003,7.24,0.73,8.38,953530.056,1961996,390.94732296,6903.55760544,696.07694088,7990.58186928,19.926000000000002,351.864,35.478,407.26800000000003,0.041,0.724,0.07300000000000001,0.8380000000000001
Nevada,2023-24,0.39,11.479999999999999,0.23,12.1,701864.47,3105595,273.7271433,8057.4041155999985,161.4288281,8492.560087,8.814,259.448,5.198,273.46,0.03900000000000001,1.148,0.023,1.21
Nevada,2024-25,0.3900000000000001,10.910000000000002,0.37000000000000005,11.670000000000002,701864.47,3105595,273.7271433000001,7657.341367700001,259.6898539,8190.758364900002,8.814000000000002,246.566,8.362,263.7420000000001,0.039000000000000014,1.0910000000000002,0.037,1.1670000000000003
New Hampshire,2023-24,0.31000000000000005,13.410000000000002,0.30000000000000004,14.020000000000003,614385.516,1377546,190.45950996000002,8238.909769560001,184.3156548,8613.684934320001,13.826000000000002,598.0860000000001,13.38,625.292,0.031000000000000007,1.3410000000000004,0.030000000000000002,1.4020000000000004
New Hampshire,2024-25,0.3400000000000001,15.420000000000002,0.73,16.490000000000002,614385.516,1377546,208.89107544000004,9473.824656719999,448.50142667999995,10131.217158840002,15.164000000000003,687.732,32.55799999999999,735.4540000000002,0.03400000000000001,1.542,0.073,1.6490000000000005
New Jersey,2023-24,0.4600000000000001,10.14,0.14,10.740000000000002,3427646.166,9289014,1576.7172363600005,34756.332123240005,479.87046324000005,36812.91982284001,16.974000000000004,374.16600000000005,5.166,396.30600000000015,0.04600000000000001,1.0140000000000002,0.014000000000000002,1.0740000000000003
New Jersey,2024-25,0.5500000000000003,11.72,0.27,12.540000000000001,3427646.166,9289014,1885.2053913000009,40172.013065520005,925.4644648200001,42982.68292164001,20.295000000000012,432.4680000000001,9.963000000000001,462.7260000000001,0.05500000000000003,1.1720000000000002,0.027,1.254
New Mexico,2023-24,0.44,25.159999999999997,0.45999999999999996,26.06,851257.11,2117555,374.5531284,21417.628887599996,391.5782706,22183.760286599998,17.688,1011.4319999999998,18.492,1047.6119999999999,0.044000000000000004,2.5159999999999996,0.046,2.6059999999999994
New Mexico,2024-25,0.4600000000000001,16.84,0.9400000000000001,18.240000000000002,851257.11,2117555,391.57827060000005,14335.1697324,800.1816834,15526.929686400003,18.492,676.968,37.788,733.2480000000002,0.046000000000000006,1.6840000000000002,0.094,1.8240000000000003
New York,2023-24,0.3600000000000001,10.379999999999999,0.15,10.889999999999999,9132104.944,20203772,3287.557779840001,94791.24931872,1369.8157416000001,99448.62284016,16.272000000000006,469.176,6.780000000000001,492.22799999999995,0.036000000000000004,1.038,0.015000000000000001,1.089
New York,2024-25,0.42000000000000015,8.94,0.27,9.629999999999999,9132104.944,20203772,3835.484076480001,81641.01819936,2465.66833488,87942.17061072,18.984000000000005,404.088,12.204,435.27599999999995,0.04200000000000001,0.894,0.027,0.963
North Carolina,2023-24,0.7100000000000002,17.420000000000005,0.22,18.350000000000005,4510727.568,10441499,3202.6165732800005,78576.87423456003,992.36006496,82771.85087280002,30.672,752.5440000000003,9.504,792.7200000000003,0.07100000000000001,1.7420000000000009,0.022000000000000002,1.8350000000000004
North Carolina,2024-25,0.7100000000000002,17.939999999999998,0.63,19.279999999999998,4510727.568,10441499,3202.6165732800005,80922.45256991999,2841.75836784,86966.82751103998,30.672,775.0079999999998,27.216,832.8959999999998,0.07100000000000001,1.7939999999999998,0.063,1.9279999999999995
North Dakota,2023-24,0.8700000000000001,12.659999999999998,0.7200000000000001,14.249999999999998,460416.186,779046,400.56208182,5828.868914759999,331.49965392,6560.930650499999,51.417,748.2059999999999,42.55200000000001,842.1749999999998,0.087,1.2659999999999998,0.07200000000000001,1.4249999999999996
North Dakota,2024-25,0.39,8.619999999999997,1.1600000000000001,10.169999999999998,460416.186,779046,179.56231254000002,3968.787523319999,534.0827757600001,4682.432611619999,23.049000000000003,509.4419999999999,68.55600000000001,601.0469999999999,0.03900000000000001,0.8619999999999998,0.11600000000000002,1.017
Ohio,2023-24,0.26,9.469999999999999,0.2,9.929999999999998,6383504.073,11799453,1659.71105898,60451.78357130999,1276.7008146,63388.195444889985,14.065999999999999,512.3269999999999,10.82,537.2129999999999,0.026,0.947,0.02,0.9929999999999998
Ohio,2024-25,0.32,9.110000000000001,0.38,9.810000000000002,6383504.073,11799453,2042.72130336,58153.72210503001,2425.7315477399998,62622.17495613001,17.312,492.85100000000006,20.558,530.721,0.032,0.9110000000000001,0.038,0.9810000000000001
Oklahoma,2023-24,0.4100000000000001,16.819999999999997,0.29000000000000004,17.519999999999996,1730259.985,3959405,709.4065938500001,29102.972947699996,501.77539565000006,30314.154937199994,17.917000000000005,735.034,12.673000000000004,765.6239999999998,0.041,1.6819999999999997,0.029,1.7519999999999993
Oklahoma,2024-25,0.39000000000000007,18.349999999999998,0.53,19.27,1730259.985,3959405,674.8013941500002,31750.270724749997,917.03779205,33342.10991095,17.043000000000006,801.8949999999999,23.161,842.0989999999999,0.03900000000000001,1.8349999999999997,0.053,1.9269999999999998
Oregon,2023-24,0.3400000000000001,11.959999999999999,0.35,12.649999999999999,1635568.464,4237224,556.0932777600001,19561.398829439997,572.4489623999999,20689.941069599998,13.124000000000002,461.65599999999995,13.509999999999998,488.2899999999999,0.03400000000000001,1.1959999999999997,0.034999999999999996,1.265
Oregon,2024-25,0.4600000000000002,13.180000000000001,0.76,14.400000000000002,1635568.464,4237224,752.3614934400002,21556.792355520003,1243.03203264,23552.185881600002,17.756000000000004,508.7480000000001,29.336,555.84,0.04600000000000002,1.3180000000000003,0.076,1.4400000000000002
Pennsylvania,2023-24,0.27,12.010000000000003,0.14,12.420000000000003,6358422.501,13002909,1716.7740752700001,76364.65423701002,890.1791501400002,78971.60746242003,13.203000000000003,587.2890000000001,6.846000000000002,607.3380000000002,0.027,1.2010000000000003,0.014000000000000002,1.2420000000000004
Pennsylvania,2024-25,0.3000000000000001,10.689999999999998,0.42000000000000004,11.409999999999998,6358422.501,13002909,1907.5267503000007,67971.53653569,2670.53745042,72549.60073641,14.670000000000003,522.741,20.538,557.949,0.03000000000000001,1.069,0.041999999999999996,1.1409999999999998
Rhode Island,2023-24,0.4400000000000001,11.26,0.09000000000000001,11.79,509172.256,1097354,224.03579264000007,5733.279602559999,45.82550304,6003.140898239999,20.416000000000004,522.4639999999999,4.176,547.0559999999999,0.04400000000000001,1.126,0.009000000000000001,1.1789999999999998
Rhode Island,2024-25,0.27,8.620000000000003,0.24000000000000002,9.130000000000003,509172.256,1097354,137.47650912,4389.064846720002,122.20134144000001,4648.742697280001,12.527999999999999,399.96800000000013,11.136000000000001,423.63200000000006,0.027,0.8620000000000003,0.024,0.9130000000000003
South Carolina,2023-24,1.35,12.530000000000001,0.16,14.040000000000001,2139429.336,5118252,2888.2296036000007,26807.04958008,342.30869376000004,30037.587877440004,56.430000000000014,523.754,6.688000000000001,586.8720000000001,0.13500000000000004,1.253,0.016,1.4040000000000001
South Carolina,2024-25,0.6400000000000002,11.779999999999998,0.37,12.789999999999997,2139429.336,5118252,1369.2347750400006,25202.477578079994,791.58885432,27363.301207439996,26.75200000000001,492.4039999999998,15.466,534.6219999999998,0.06400000000000003,1.1779999999999997,0.037,1.2789999999999997
South Dakota,2023-24,0.6,16.9,1.6199999999999999,19.12,328089.73,886729,196.853838,5544.716436999999,531.5053625999999,6273.0756376,22.2,625.3,59.93999999999999,707.4399999999999,0.060000000000000005,1.69,0.16199999999999998,1.9120000000000001
South Dakota,2024-25,0.9000000000000002,13.98,2.14,17.02,328089.73,886729,295.28075700000005,4586.6944254,702.1120222,5584.0872045999995,33.300000000000004,517.26,79.17999999999999,629.7399999999999,0.09000000000000002,1.3980000000000001,0.214,1.702
Tennessee,2023-24,1.6600000000000006,17.519999999999996,0.28,19.459999999999997,3234978.396,6912347,5370.064137360002,56676.82149791999,905.7939508800001,62952.67958616,77.68800000000003,819.9359999999999,13.104000000000003,910.7279999999998,0.16600000000000004,1.7519999999999998,0.028000000000000004,1.9459999999999997
Tennessee,2024-25,0.8900000000000003,15.380000000000003,0.38000000000000006,16.650000000000002,3234978.396,6912347,2879.1307724400012,49753.967730480006,1229.2917904800001,53862.390293400014,41.65200000000002,719.7840000000001,17.784000000000002,779.2200000000001,0.08900000000000004,1.538,0.038,1.6650000000000005
Texas,2023-24,1.9200000000000006,16.419999999999998,0.22999999999999998,18.57,12126174.528,29149458,23282.25509376001,199111.78574976,2789.02014144,225183.06098496003,79.87200000000004,683.0719999999999,9.568,772.5120000000001,0.19200000000000006,1.6419999999999997,0.023,1.857
Texas,2024-25,1.0500000000000005,16.100000000000005,0.33,17.480000000000004,12126174.528,29149458,12732.483254400007,195231.4099008001,4001.6375942400005,211965.53074944008,43.68000000000003,669.7600000000003,13.728000000000002,727.1680000000002,0.10500000000000007,1.6100000000000008,0.033,1.7480000000000007
United States,2023-24,1.0100000000000002,13.399999999999999,0.25,14.659999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,2024-25,0.7200000000000002,12.340000000000005,0.51,13.570000000000006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah,2023-24,0.44000000000000006,17.310000000000002,0.47000000000000003,18.220000000000002,938951.496,3271608,413.1386582400001,16253.250395760004,441.30720312,17107.696257120002,12.628000000000002,496.79700000000014,13.489,522.914,0.044000000000000004,1.7310000000000003,0.047,1.822
Utah,2024-25,0.47000000000000003,13.749999999999998,0.77,14.989999999999998,938951.496,3271608,441.30720312,12910.583069999999,722.9926519200001,14074.88292504,13.489,394.62499999999994,22.099,430.21299999999997,0.047,1.3749999999999998,0.07700000000000001,1.4989999999999999
Vermont,2023-24,0.24,19.679999999999996,0.52,20.439999999999994,282312.998,643082,67.75511952000001,5555.919800639999,146.80275896,5770.477679119998,10.536000000000001,863.952,22.828,897.3159999999997,0.024,1.9679999999999995,0.052,2.043999999999999
Vermont,2024-25,0.7500000000000002,13.22,1.02,14.99,282312.998,643082,211.73474850000008,3732.1778335600006,287.95925796,4231.87184002,32.92500000000001,580.3580000000001,44.778,658.0609999999999,0.07500000000000002,1.322,0.10199999999999998,1.4989999999999999
Virginia,2023-24,0.9400000000000004,11.729999999999999,0.14,12.809999999999999,3702865.452,8631388,3480.6935248800014,43434.611751959994,518.40116328,47433.70644012,40.326000000000015,503.2169999999999,6.005999999999999,549.549,0.09400000000000004,1.1729999999999998,0.013999999999999999,1.281
Virginia,2024-25,0.5900000000000002,10.34,0.39000000000000007,11.32,3702865.452,8631388,2184.690616680001,38287.62877368,1444.1175262800004,41916.43691664,25.311000000000007,443.58599999999996,16.731000000000005,485.62800000000004,0.059000000000000025,1.034,0.03900000000000001,1.1320000000000001
Washington,2023-24,0.34,15.769999999999998,0.29000000000000004,16.4,2820976.476,7707586,959.13200184,44486.79902651999,818.08317804,46264.014206399996,12.443999999999999,577.1819999999999,10.613999999999999,600.24,0.034,1.577,0.029,1.6400000000000001
Washington,2024-25,0.56,13.53,0.69,14.78,2820976.476,7707586,1579.74682656,38167.81172028,1946.4737684399997,41694.03231528,20.496000000000002,495.198,25.253999999999998,540.948,0.05600000000000001,1.353,0.06899999999999999,1.478
West Virginia,2023-24,0.6900000000000002,27.730000000000004,0.43000000000000005,28.850000000000005,1069066.656,1793736,737.6559926400001,29645.218370880004,459.69866208,30842.573025600006,41.124,1652.7080000000003,25.628,1719.4600000000005,0.06900000000000002,2.7730000000000006,0.043000000000000003,2.8850000000000007
West Virginia,2024-25,1.2800000000000002,21.000000000000004,2.37,24.650000000000006,1069066.656,1793736,1368.4053196800003,22450.399776000006,2533.6879747199996,26352.493070400003,76.28800000000001,1251.6000000000004,141.25199999999998,1469.14,0.12800000000000003,2.1000000000000005,0.23699999999999996,2.4650000000000007
Wisconsin,2023-24,0.32,15.759999999999998,0.49,16.569999999999997,2263361.28,5894170,724.2756095999999,35670.57377279999,1109.0470272,37503.89640959999,12.287999999999998,605.1839999999997,18.816,636.2879999999999,0.032,1.5759999999999996,0.04900000000000001,1.6569999999999998
Wisconsin,2024-25,0.44000000000000006,12.389999999999999,0.9700000000000001,13.799999999999999,2263361.28,5894170,995.8789632,28043.046259199997,2195.4604416,31234.385663999994,16.896,475.77599999999995,37.248000000000005,529.9199999999998,0.044000000000000004,1.239,0.09700000000000002,1.38
Wyoming,2023-24,1.0200000000000002,14.479999999999999,0.97,16.47,227276.536,576844,231.82206672000007,3290.96424128,220.45823991999998,3743.2445479199996,40.18800000000001,570.5120000000001,38.217999999999996,648.9179999999999,0.10200000000000004,1.448,0.09699999999999999,1.6469999999999998
Wyoming,2024-25,0.18,0,0,0.18,227276.536,576844,40.90977648,0,0,40.90977648,7.091999999999999,0,0,7.091999999999999,0.018,0,0,0.018
